GrantNumber,OutputId,Title,Abstract,PersistentIdentifier,PublicationDate,RepositoryLink,RepositoryName
177479,244CC4B7-E283-4020-BEE9-6C98D13E7BE2,Data Collection for: Shining New Light on the Kinetics of Water Uptake by Organic Aerosol Particles,"Data contained in the data collection:There are 6 text files that hold the data to Figure 5, Figure 8 and Figure 9c.",10.3929/ethz-b-000443481,2021-03-17,https://www.research-collection.ethz.ch/handle/20.500.11850/443481,ETH Research Collection
152833,338E2308-A4B4-4061-9B7E-3CA3426F80E0,EM image stack of zebrafish olfactory bulb,nan,10.7281/T1MS3QN7,,https://neurodata.io/data/wanner16/,neurodata.io
182236,9A20E088-CD75-4880-BE79-1C583FB05073,Non-intrusive double-greedy parametric model reduction by interpola- tion of frequency-domain rational surrogates - Numerical tests,nan,doi:10.5281/zenodo.3997464,2020-08-24,https://doi.org/10.5281/zenodo.3997463,zenodo
182236,E8A52917-E4AB-4FEC-8FF0-670E3ADAAA54,Interpolatory rational model order reduction of parametric problems lacking uniform inf-sup stability - Numerical tests,nan,doi:10.5281/zenodo.3653702,2020-03-02,https://doi.org/10.5281/zenodo.3653701,zenodo
182236,907F70BF-962D-4A5E-B946-AA8992649215,Model order reduction based on functional rational approximants for parametric PDEs with meromorphic structure - Numerical tests,nan,doi:10.5281/zenodo.5358443,2021-09-01,https://doi.org/10.5281/zenodo.5358443,zenodo
182236,390BF9E3-D46E-4967-864B-F04B14712526,A technique for non-intrusive greedy piecewise- rational model reduction of frequency response problems over wide frequency bands - Numerical tests,nan,doi:10.5281/zenodo.5529792,2021-09-27,https://doi.org/10.5281/zenodo.5529791,zenodo
162887,1F906A36-A188-4A1A-9D5C-315BE1E24AE2,Cold Epigenome reprogramming,nan,https://www.ebi.ac.uk/ena/data/search?query=PRJEB15274,2018-09-13,https://www.ebi.ac.uk/ena/data/search?query=PRJEB15274,EBI
162887,2CF45E69-180C-4AFE-9B98-70274A632925,BATLAS,nan,https://www.ebi.ac.uk/ena/data/view/PRJEB20634,2018-06-20,https://www.ebi.ac.uk/ena/data/view/PRJEB20634,EBI
162887,EB8A4E5C-0AE2-4924-A183-F188FD2A2846,Cold Epigenome reprogramming,nan,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100231,2018-08-15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100231,NCBI
156030,1997911B-AC58-4928-9C62-1E8A6F4C03EE,Dataset relating to Tran HTL et al. OCIAD1 is a host mitochondrial substrate of the hepatitis C virus NS3-4A protease. PLoS One 2020;15:e0236447.,nan,10.5281/zenodo.3384830,2020-07-09,https://doi.org/10.5281/zenodo.3384830,Zenodo
156030,C4F6A703-A1F7-466B-AC63-9FFF4F2ABEEB,Dataset relating to Gouttenoire J et al. Palmitoylation mediates membrane association of hepatitis E virus ORF3 protein and is required for infectious particle secretion. PLoS Pathog 2018;14:e1007471.,nan,10.5281/zenodo.1494192,2018-11-22,https://doi.org/10.5281/zenodo.1494192,Zenodo
172969,80133723-CD34-40B2-AAB1-634F6A7A711B,Cdc42 couples T cell receptor endocytosis to GRAF1-mediated tubular invaginations of the plasma membrane,nan,10.5281/zenodo.3524892,,https://zenodo.org/record/3524892,zenodo
172969,143CF78E-02CD-45B8-8AE5-FB3E814634AB,"""Flotillins promote T cell receptor sorting through a fast Rab5-Rab11 endocytic recycling axis"" raw microscopy data",nan,https://doi.org/10.6084/m9.figshare.9722696.v1,,https://figshare.com/projects/_Flotillins_promote_T_cell_receptor_sorting_through_a_fast_Rab5-Rab11_endocytic_recycling_axis_raw_microscopy_data/66398,figshare
169329,0B3719AC-83C7-4FE6-BA5C-6E1BBAB52FA7,Crystal c-axes measurements (Fabric Analyser G50) of ice core samples collected from the temperate Alpine ice core Rhone_2017,"The ice core was taken in the ablation zone of the Rhone Glacier in Central Swiss Alps. The expected bedrock depth was 115-119 m from two nearby hotwater drill holes. The ice core was retrieved using a thermal drill bit, i.e. that no mechanical stress was applied to the at least -0.5°C warm temperate ice. Furthermore, this procedure allowed an oriented retrieval of the ice. The site pointing towards east was marked using a soldering iron causing small gaps in the ice segments at both ends. Due to several technical issues the drilling was stopped at 45 m and continued in a new borehole approximately 80 cm down-glacier. The second hole was drilled down to 45 m with a hotwater drilling system before continuing a successful ice coring at 50 m. At 80 m the procedure was stopped again due to larger grains of gravel found in the ice. A total of 112 ice core segments with a mean diameter of 70 mm and a mean length of 700 mm were retrieved and stored at -25°C after transporting down the glacier.",10.1594/PANGAEA.888518,,https://doi.org/10.1594/PANGAEA.888518,PANGAEA
169329,830CEEAE-ACAF-4ECA-A94D-9CF7F7983E9C,Ground-penetrating radar imaging reveals glacier’s drainage network in 3D - Video Supplement,"During a 2020 field campaign on Rhonegletscher, we acquired a 3D ground-penetrating radar (GPR) dataset over the Rhonegletscher's drainage network. The presented videos show the GPR data cube with vertical slices (inline and crossline) and horizontal slices (depth slices).",10.3929/ethz-b-000471304,,https://doi.org/10.3929/ethz-b-000471304,ETH Zurich Research Collection
169329,B0C6C738-A0FE-49F6-841A-AF9BDC963F6E,Swiss Glacier Thickness – Release 2020,nan,10.3929/ethz-b-000434697,,https://doi.org/10.3929/ethz-b-000434697,ETH Zurich Research Collection
185463,0603630C-44D5-47AA-A3C8-1AC124A7CEFA,Dataset: Age Differences in Monetary Decisions with Real and Hypothetical Reward,"Dataset accompanying the study in Horn, S., & Freund, A. M. (2021). Adult age differences in monetary decisions with real and hypothetical reward. Journal of Behavioral Decision Making.",DOI 10.17605/OSF.IO/RG7TK,2021-08-10,https://osf.io/rg7tk/,Open Science Framework OSF
185463,A8F25952-B5BC-4626-AEE9-1C9FAA613BA4,Gain/loss incentives and memory for intentions across adulthood (Dataset 1),"Accompanying data (in anonymized form) for the studies in Horn, S., & Freund, A. M. (2021). How do gain and loss incentives affect memory for intentions across adulthood? The Journals of Gerontology: Series B, 76(4), 711-721.",10.17605/OSF.IO/NKYST,2021-08-10,https://osf.io/nkyst/,Open Science Framework OSF
185463,1D6744A6-541C-4AA9-BBF7-294CAE959CE4,Dataset: Age-related differences in strategic competition,"Dataset for the studies in the publication Horn, S., Avrahami, J., Kareev, Y., & Hertwig, R. (2021). Age-related differences in strategic competition. Scientific Reports, 11(1), 1-12.",10.17605/OSF.IO/4WMUR,2021-08-10,https://osf.io/4wmur/,Open Science Framework OSF
172553,33DA0BE8-3DBA-4483-AB62-F8825AE75140,"WHISPER SET 1: a dataset for multi-channel, multi-device speech separation and speech enhancement","This dataset is  WHISPER SET 1, a dataset for speech enhancement and source separation recorded with a Wireless Acoustic Sensor Network (WASN) called WHISPER Kiselev2018. The dataset contains samples for up to 4 concurrent speakers and speech in noise. The dataset was recorded in a room with low reverberation (T_60 = 0.2 s) and using 16 microphones. In general, each track contains first a calibration phase where each of the speakers sequentially is active alone for 15 seconds. Followed by 15 seconds of all the speakers together (plus noise in some cases).",https://doi.org/10.5281/zenodo.3688540,2020-05-01,https://doi.org/10.5281/zenodo.3688540,WHISPER SET 1
169598,CE9398E7-82FA-4FAA-8A7B-36739B9B7672,Eurasian Modern Pollen Database (EMPD) version 2,"The Eurasian Modern Pollen Database (EMPD) contains modern pollen data (raw counts) for the entire Eurasian continent. Derived from the European Modern Pollen Database, the dataset contains many more samples West of the Ural Mountains. We propose this dataset in three different format: 1/ an Excel spreadsheet, 2/ a PostgreSQL dump and 3/ a SQLite3 portable database format. All three datasets are strictly equivalent. For download see ""Original Version"".",10.1594/PANGAEA.909130,2019-01-24,https://doi.pangaea.de/10.1594/PANGAEA.909130,PANGAEA
169248,CC99426A-1D56-4366-8F82-2AEBD86E1451,Composite beams database,"A database of composite steel beams that are part of moment-resisting frames is provided. The database consists of 97 tests conducted over the last 30 years. The collection and metadata methodology are thoroughly presented in El Jisr et al. (2019). Each column in the spreadsheet is defined in the ""Definitions"" tab along with accompanying figures in the ""Figures"" tab. The database includes details of the composite slab (dimensions, material strength, shear studs) as well as the calculation of the plastic moment resistance and elastic stiffness of the sections as per European, US and Japanese provisions. A comparison between the code-based and test values is also shown. Furthermore, the database includes the plastic deformation capacity of the sections based on the first cycle envelope.",DOI: 10.5281/zenodo.4423351,2021-01-07,https://zenodo.org/record/4423351#.X_cZ3GRKhm9,Zenodo
169248,4DF09F49-D2A5-4B49-BAA0-6FFF77AF1CE0,Steel Columns Test Data,This repository contains test data sets for two experimental programs on steel wide-flange columns tested under cyclic lateral drift combined with axial load. The data includes the moment-rotation hysteretic response at the column base as well as the history of the column axial shortening. Please refer to the publications below for details about the testing programs and the basis for the measured test parameters.,https://github.com/amaelkady/Steel-Columns-Test-Data,2020-12-19,https://github.com/amaelkady/Steel-Columns-Test-Data,Github
166259,1C8228CB-387A-4C28-98DA-3512C9D19045,Gene expression analysis of fibroblasts of systemic sclerosis patients silenced for lncRNA H19X,nan,GSE139334,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE139334,Gene expression omnibus
159575,3D9C09FF-0422-404C-8248-FB91B4D819B2,VALID: Visual quality Assessment for Light field Images Dataset,"In the last years, light field imaging has experienced a surge of popularity among the scientific community for its capability of rendering the 3D world in a more immersive way. In particular, several compression algorithms have been proposed to efficiently reduce the amount of data generated in the acquisition process, and different methodologies have been designed to reliably evaluate the visual quality of compressed contents. In this paper we propose a dataset for visual quality assessment of light field images (VALID). The dataset contains five contents compressed at various bitrates, using both off-the-shelf solutions and state-of-the-art algorithms. Results of objective quality evaluation using popular image metrics are included, as well as annotated subjective scores using three different methodologies and two types of visualization setups. The proposed dataset will help develop new objective metrics to predict visual quality, design new subjective assessment methodologies and compare them to existing ones, as well as produce novel analysis approaches to interpret the results.",https://mmspg.epfl.ch/downloads/valid/,2018-06-01,https://mmspg.epfl.ch/downloads/valid/,VALID: Visual quality Assessment for Light field Images Dataset
165494,81180A95-3A8C-417C-9BD9-EF5E5208218F,"Chironomid assemblages and inferred summer temperature from the Last Glacial Period (ca. 98–46 ka), from Füramoos, Southern Germany","The data herein presents a new chironomid record and associated chironomid-based temperature reconstruction covering the time interval ca. 98-46 ka from the palaeolake Füramoos, Southern Germany. These data also include non-chironomid invertebrate remains, including Ceratopogonidae, Daphnia and Ephemeroptera as well as Characean oospores.",https://doi.org/10.5061/dryad.dfn2z351t,2021-12-14,https://doi.org/10.5061/dryad.dfn2z351t,Dryad
164289,E32C2925-09A5-42C3-B372-A42DD34F6AC6,Tropical palm endophytes exhibit low competitive structuring when assessed using co-occurrence and antipathogen activity analysi,"Leaf-inhabiting fungal and bacterial endophytes are at their most diverse in tropical rainforest plant hosts, with some influencing host plant fitness as either symbionts or pathogens. Endophyte activity and community composition is thought to depend on competition amongst co-occurring species for resources. Here, we reveal the strength of competitive interactions between endophytes by combining e-DNA metabarcoding to characterize the community with culturing assays to ascertain their potential activity. The endophyte community associated with the understory palm Astrocaryum sciophilum was determined by extracting eDNA from 120 leaflets of eight plants located in a lowland rainforest in French Guiana. This revealed 516 fungal and 606 bacterial Operational Taxonomic Units (OTUs). Co-occurrence analysis of the most abundant OTUs revealed that direct fungal-fungal interactions were overall more negative than bacterial-bacterial interactions. This was confirmed by C-score calculations for the whole endophyte community, revealing significantly greater levels of species segregation for fungi but not bacteria when compared with simulated random communities. Following the culturing of 131 fungal, and 66 bacterial Astrocaryum endophytes collected from the same leaves, Minimal Inhibitory Concentrations of ethyl acetate culture extracts were evaluated against the fungus Trichophyton rubrum and the bacterium Staphylococcus aureus.  Overall, a minority of extracts demonstrated antipathogen activity, with greater antifungal activity expression for both fungi and bacteria when compared with antibacterial activity. In order to explore whether this activity translated into competitive structuring of the community, a BLAST was conducted to match metabarcoding sequences with Sanger derived culture sequences. This demonstrated that cultures displaying antipathogen activity were significantly more likely to co-occur with fungi if they were bacteria, and bacteria if they were fungi. Nevertheless, overall correlation values averaged around zero. These results indicate that for Astrocaryum palms, fungal endophytes are likely to play a greater role in determining colonization success of subsequent endophytes whether these be fungal or bacterial, but that overall endophyte communities do not display strong patterns of community structuring through competition. Endophyte communities are thus likely to reach relative stasis in mature leaves, where the diverse community of fungi and bacteria amongst other factors prevent the subsequent establishment of pathogens.",https://doi.org/10.5061/dryad.jsxksn055,2020-01-10,https://datadryad.org/stash/dataset/doi:10.5061/dryad.jsxksn055,DRYAS
